features__type,features__properties__SOURCE_GID,features__properties__SOURCE_NAME,features__properties__MOVEMENT_ID,features__properties__DISPLAY_NAME,features__geometry__type,features__geometry__coordinates__001,features__geometry__coordinates__002,path
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320876,18.9181305,723
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320853,18.9181306,724
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320819,18.91813,725
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320809,18.9181298,726
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320807,18.9181297,727
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320806,18.9181297,728
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320773,18.9181291,729
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320714,18.9181275,730
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320685,18.9181267,731
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320603,18.9181222,732
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320575,18.9181199,733
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320574,18.9181198,734
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320572,18.9181197,735
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320572,18.9181197,736
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.832057,18.9181195,737
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320538,18.9181168,738
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320484,18.9181117,739
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320459,18.9181085,740
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320435,18.9181053,741
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320396,18.9180972,742
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320379,18.9180913,743
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320355,18.9180824,744
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320334,18.9180745,745
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320308,18.918065,746
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.832027,18.9180509,747
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320244,18.9180409,748
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320211,18.9180261,749
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8320202,18.918022,750
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8319627,18.9177766,751
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8319627,18.9177766,752
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8319627,18.9177763,753
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8319626,18.9177761,754
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8319626,18.9177759,755
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.831917,18.9175811,756
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8318843,18.9174416,757
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8318711,18.917392,758
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8318678,18.91738,759
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8318678,18.9173799,760
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8318636,18.9173721,761
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8318572,18.9173643,762
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8318555,18.9173634,763
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8318453,18.9173578,764
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8318391,18.9173553,765
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8318328,18.9173528,766
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8318116,18.9173496,767
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8317871,18.9173526,768
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.831707,18.9173697,769
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.831611,18.9173911,770
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8315694,18.9174022,771
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8315674,18.9174028,772
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8315468,18.9174077,773
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8315343,18.917412,774
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8315294,18.9174122,775
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8315217,18.9174125,776
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8315065,18.9174112,777
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8314982,18.9174088,778
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8314939,18.9174075,779
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.83148,18.9173988,780
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8314589,18.9173826,781
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8313736,18.9173103,782
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8311286,18.9171036,783
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8309558,18.9169578,784
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8307411,18.916775,785
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8306979,18.9167405,786
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.830682,18.9167279,787
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.830575,18.9166427,788
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8304843,18.9165642,789
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8304842,18.9165642,790
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8304842,18.9165642,791
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8303423,18.9164416,792
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8302236,18.9163491,793
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8299163,18.9160877,794
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8298417,18.9160248,795
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8299283,18.9158649,796
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8300749,18.9156387,797
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8302047,18.9153939,798
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8302768,18.9153769,799
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8303065,18.9153696,800
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8303163,18.9153672,801
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8303446,18.915365,802
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8303649,18.9153629,803
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8303932,18.9153629,804
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8304118,18.9153644,805
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8304203,18.9153651,806
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8304463,18.9153672,807
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8304678,18.9153694,808
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8305017,18.915378,809
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8305107,18.915381,810
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8305676,18.915403,811
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8305765,18.9154065,812
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8306237,18.9154253,813
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8306632,18.9154396,814
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8306632,18.9154396,815
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8306632,18.9154396,816
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8306949,18.9154511,817
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8307175,18.9154576,818
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8307367,18.9154586,819
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8307537,18.9154556,820
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8307706,18.91545,821
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8307876,18.9154382,822
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8308187,18.9154142,823
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8308542,18.9153869,824
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8308542,18.9153869,825
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8308544,18.9153868,826
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8308544,18.9153867,827
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8308547,18.9153865,828
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8308549,18.9153864,829
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8312373,18.9150919,830
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8312509,18.9150737,831
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8312525,18.9150718,832
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8312599,18.9150629,833
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8312611,18.9150602,834
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8312633,18.9150554,835
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8312644,18.9150478,836
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8312634,18.9150367,837
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8312633,18.915036,838
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8312573,18.915031,839
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8312381,18.9150121,840
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8312035,18.9149719,841
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8310403,18.9147876,842
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8308947,18.9146155,843
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8307507,18.9144541,844
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8307003,18.9143966,845
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8298477,18.9132855,846
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8294887,18.9129806,847
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8294731,18.9129625,848
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8294658,18.9129538,849
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8294658,18.9129537,850
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8294657,18.9129537,851
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8294657,18.9129537,852
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8294568,18.912943,853
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8294479,18.9129324,854
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8294433,18.9129275,855
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8294357,18.9129192,856
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8294339,18.9129176,857
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8294339,18.9129176,858
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8294161,18.9129006,859
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8293974,18.9128859,860
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8293974,18.9128859,861
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8293117,18.9128255,862
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8293008,18.9128179,863
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8292986,18.9128163,864
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.829279,18.9128025,865
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8292537,18.9127847,866
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8291893,18.9127393,867
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8291888,18.9127389,868
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8290551,18.9126448,869
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8290419,18.9126361,870
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8290418,18.912636,871
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8289837,18.9125979,872
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8289835,18.9125978,873
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8289645,18.9125845,874
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8289624,18.912583,875
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8289581,18.91258,876
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8289236,18.9125558,877
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8289211,18.9125541,878
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.828921,18.912554,879
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8288969,18.9125372,880
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8288244,18.9124894,881
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.828802,18.9124747,882
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8286751,18.9123896,883
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8285826,18.9123269,884
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8285401,18.9122981,885
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8284043,18.9122018,886
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8284043,18.9122018,887
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8284042,18.9122017,888
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8284036,18.9122013,889
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.828401,18.9121995,890
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8282614,18.9121041,891
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8282263,18.9120807,892
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8282262,18.9120807,893
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8282259,18.9120805,894
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8282258,18.9120804,895
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8282258,18.9120804,896
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8281038,18.9119993,897
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8281038,18.9119993,898
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8280084,18.9119373,899
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8279369,18.9118868,900
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8279342,18.9118849,901
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8279123,18.9118704,902
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8279122,18.9118703,903
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8279121,18.9118702,904
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8278163,18.9118065,905
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8277683,18.9117722,906
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8276648,18.911696,907
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8275876,18.911642,908
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8275876,18.911642,909
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8275114,18.9115893,910
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8275091,18.9115873,911
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8275076,18.9115859,912
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8273801,18.9115015,913
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8273248,18.9114648,914
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8272722,18.9114299,915
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8271342,18.9113387,916
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8271337,18.9113384,917
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8269755,18.9112339,918
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8269753,18.9112338,919
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8269581,18.9112224,920
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8269544,18.9112199,921
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8269493,18.9112166,922
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8269464,18.9112154,923
