features__type,features__properties__SOURCE_GID,features__properties__SOURCE_NAME,features__properties__MOVEMENT_ID,features__properties__DISPLAY_NAME,features__geometry__type,features__geometry__coordinates__001,features__geometry__coordinates__002,path
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8402539,18.9488085,1
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8403027,18.9488043,2
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8404167,18.9488308,3
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8404277,18.9488334,4
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8405491,18.9488615,5
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8405916,18.9488714,6
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8406515,18.9488853,7
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8406655,18.9488885,8
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8407009,18.9488941,9
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8408305,18.9489146,10
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8409688,18.9489364,11
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8412462,18.9489802,12
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8413528,18.9489923,13
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8413776,18.9489952,14
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8415037,18.9489912,15
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8415795,18.948936,16
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8416332,18.948936,17
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8416339,18.948936,18
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8416884,18.9489359,19
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8417421,18.9489359,20
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8418208,18.9489358,21
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8420336,18.9489357,22
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8420733,18.9489357,23
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8423055,18.9489355,24
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8423055,18.9489355,25
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8448365,18.9484023,26
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8455793,18.9482339,27
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8455938,18.9482314,28
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8456183,18.9482273,29
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8456551,18.9482212,30
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8468076,18.9480288,31
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8467307,18.9476046,32
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8460021,18.9446722,33
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8458364,18.9441059,34
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8457549,18.9439546,35
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8457498,18.9439269,36
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8457384,18.9438644,37
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8457,18.9437146,38
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8456999,18.9437143,39
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8456238,18.9434173,40
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8455257,18.9430302,41
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8454638,18.9427854,42
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8454267,18.9426392,43
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8453541,18.9423526,44
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8452395,18.9419197,45
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8452242,18.9418711,46
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8452019,18.9417818,47
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8451829,18.9417047,48
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8451727,18.9416636,49
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8451364,18.9414254,50
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8451115,18.9413255,51
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8451114,18.9413253,52
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8451114,18.9413252,53
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8450905,18.9412415,54
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8450405,18.9410448,55
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.844976,18.940793,56
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8449069,18.9405206,57
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8448774,18.9404017,58
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8448774,18.9404016,59
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8448519,18.940299,60
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.844804,18.9401111,61
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8447543,18.9399111,62
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8447092,18.9397325,63
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.844672,18.9395886,64
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.844656,18.9395217,65
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8446226,18.9393952,66
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8446223,18.9393941,67
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8446222,18.9393939,68
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8446179,18.9393774,69
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.844596,18.9392882,70
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8445957,18.9392871,71
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.844579,18.9392187,72
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8445161,18.9389827,73
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8445113,18.9389646,74
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8444611,18.9387674,75
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8444451,18.938705,76
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8444302,18.9386467,77
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8443709,18.9384049,78
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8443709,18.9384048,79
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8443311,18.9382426,80
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.844261,18.9379565,81
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8442436,18.9378622,82
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8442435,18.937862,83
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8442416,18.9378514,84
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8441322,18.937409,85
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8440689,18.9371482,86
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8439854,18.9368038,87
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8439784,18.9367745,88
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8439702,18.9367395,89
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8439687,18.9367339,90
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8439678,18.9367301,91
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8439541,18.9366759,92
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8439298,18.9365898,93
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8439063,18.9364939,94
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8439028,18.9364804,95
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8438753,18.936374,96
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8438515,18.9362765,97
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8438502,18.9362714,98
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8438502,18.9362713,99
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8438482,18.9362633,100
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8438339,18.9362049,101
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8438205,18.9361508,102
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8437759,18.9359734,103
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8437661,18.9359362,104
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8437516,18.9358809,105
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8437366,18.9358253,106
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8437293,18.9357983,107
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8437042,18.9356993,108
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8436982,18.9356752,109
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8436956,18.935665,110
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8436955,18.9356649,111
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.843694,18.9356627,112
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8436815,18.9356079,113
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8436654,18.9355485,114
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8436631,18.935537,115
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8436592,18.9355211,116
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8436545,18.9355066,117
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8436509,18.9354986,118
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8436495,18.9354956,119
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8436434,18.9354822,120
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8436388,18.935475,121
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8436308,18.9354628,122
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8436249,18.9354548,123
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8436087,18.9354399,124
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.843605,18.935437,125
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.843592,18.9354269,126
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8435639,18.9354089,127
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8435338,18.9353967,128
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8435205,18.9353931,129
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8435065,18.9353894,130
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8434811,18.9353859,131
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8434533,18.935385,132
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8434263,18.9353895,133
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8433938,18.9353986,134
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.843382,18.935404,135
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8433588,18.9354148,136
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8433166,18.935449,137
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8433067,18.9354609,138
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432967,18.9354729,139
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432957,18.9354747,140
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.843272,18.9355177,141
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432682,18.9355342,142
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432671,18.9355386,143
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432599,18.9355759,144
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432587,18.93559,145
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432582,18.9355964,146
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432527,18.9355964,147
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432517,18.9356025,148
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432514,18.935605,149
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8429473,18.9355746,150
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8429615,18.9355758,151
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8429647,18.9355578,152
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8429664,18.9355484,153
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.842962,18.9355473,154
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8429621,18.935547,155
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8429626,18.9355424,156
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8429633,18.9355374,157
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8429688,18.9355374,158
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.842985,18.935453,159
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8429924,18.9354164,160
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8429979,18.9353895,161
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430011,18.935369,162
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430108,18.9353069,163
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430151,18.9352826,164
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430283,18.9352074,165
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430283,18.9352073,166
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430335,18.9351776,167
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430426,18.9351354,168
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430426,18.9351353,169
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430426,18.9351353,170
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430504,18.9350989,171
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430678,18.9349905,172
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430819,18.9349221,173
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430924,18.9348663,174
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430952,18.9348513,175
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430997,18.9348253,176
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8430997,18.9348253,177
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.843107,18.9347829,178
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.843115,18.9347431,179
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.843115,18.934743,180
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8431215,18.9347106,181
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8431389,18.9346079,182
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8431534,18.9345266,183
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8431651,18.9344661,184
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8431687,18.934451,185
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8431817,18.9343954,186
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432017,18.9342758,187
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432017,18.9342757,188
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432273,18.9341226,189
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432388,18.9340575,190
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432388,18.9340574,191
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432563,18.9339582,192
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432722,18.9338654,193
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8432761,18.9338428,194
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.843298,18.9337229,195
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8433038,18.9336912,196
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8433256,18.9335778,197
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8433283,18.9335745,198
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8433297,18.9335704,199
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8433283,18.9335664,200
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8433486,18.9334494,201
Feature,1,A,1,"0 Purushottamdas Thakurdas Road, Azad Maidan, Fort, Mumbai",MultiPolygon,72.8433486,18.9334493,202
